taxonID,isMarine,isFreshwater,isTerrestrial
alien-freshwater-fauna-portugal:taxon:4d44ee4e4c31e377189b7ac613567aca,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:50db10822a4e5a4f58264b51507b3af9,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:55f8a871a14a4768b5418c4cd77fd40b,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:5d7007717ed2e4805fcbe7680f6ef1d3,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:5ef24f5c5b939b1f933b52e22f4e608b,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:61cc5e417a3e5f843194e908ab75621b,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:680982d78f7356ba787d86f932b16eec,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:688ab698e2035710b16d7822093a7a12,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:6c05fa637bf0d5e8f6adab6494f6f446,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:6d11d0374971e4b0ec87c29d9acc52f2,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:6d9335c733f5b78d7ba8cf263fbb9708,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:6f324938a43c9e5cf6f7c6f6dc52d30c,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:6f83cd5d94324cbabc5287c556780404,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:793d520b66493806a1a2ef2e5781d662,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:7da3ddcb0ae6672d31240578f2c4f854,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:7fd4b48abb8d674661dd63d2a626fd44,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:82577c8765e55fc6ce5f26278b94d117,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:85ff0c479c1d6df744e0dc340ae72bb8,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:86b717731e4a49b77311807534059e7f,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:892599dcf435e7bac72cbecf553d81dc,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:8bec470dcc174c1b4f743bdc4bc04ea1,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:8ee57e2c26a970661ed712a87463e9e8,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:9495e84453fcde268be8da6cd6130544,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:a27b9d085f82ec1dbeb4818ae1a832cf,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:a2ab6a79d2d4147497afd8b40cf943fa,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:a6b7d41c1a3ef1cdf5e86343d6170f2a,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:a7f0a08b6964118423232131d3229f53,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:ad6ef633d9bc18930d8894c8e33e9f3a,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:af4695539ee8dcb286fcf2e6c12fefa1,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:b6379ef1bd96c73c652aaf9366aeb05c,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:bc013910cbdd2d0d963c27a77e5d2974,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:c218a947b5591a7b39b626622e899901,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:c251fec7a5a453358404665b84088bde,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:c390be62a3b8f3a071151ef5fa06e286,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:cab16bdde0402702535d82014c391c19,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:d5028a9aef3ac5374515871a2f025ba0,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:dedfc4db712063102f022beb7a51eb6e,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:e58494023038cb61dddb58320bb408f0,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:e822d74e1907cdb22ca4e2f95cc710da,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:e975246316af170f7457fa4e20f1b197,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:eafd7e89ce84549834243caf67f0b7e9,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:ecb58bad3ee7a827c54e9b8c4890f1e5,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:ee4d1f39a2070973657d905c5c06d273,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:f0264f1339bbc794dcaa34dc99d6a76a,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:f34480779591bd6f51e54676c85998de,FALSE,TRUE,FALSE
alien-freshwater-fauna-portugal:taxon:f979db9939f00bbacdebcb483135b503,FALSE,TRUE,FALSE
